month,day,year,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,age_since_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
6.603625,15.831875,2014.3176,3.374125,2.1206563,2077.6848,15046.924,1.50125,0.229,3.416375,7.65975,1788.3977,289.28714,1971.0162,41.017,98078.625,47.560337,-122.213745,1987.2219,12776.276
3.1214948,8.607475,0.46558186,0.96294934,0.76463294,912.4976,41912.902,0.5434591,0.75208354,0.65655214,1.1718155,831.4143,436.60983,29.479172,28.89233560794472,53.44797,0.1386269,0.14178428,684.5552,29391.094
